person_id,weight,class,rep_num,duration,jerk_score,cheating_index,tremor_score,emg_intensity,peak_location,rpe,semantic_tags
A321,5,6,16,0.3454138008454818,2.489186373845955,11.44631580708078,13.21576492329117,0.09244369635104857,0.7264150943396226,5.0,后程发力困难
A321,5,6,17,0.32679311077294904,2.763854217531873,10.917156311319939,14.932380364618123,0.1873508792030245,0.594017094017094,6.0,动作教科书级
A321,5,6,18,0.32679311077294904,3.233115640547601,9.328852417075582,15.535175221731388,0.1616224974425465,0.9985754985754985,6.0,后程发力困难
A321,5,6,19,0.35286207687449483,3.1220633784608776,8.984771596330855,14.753215222114386,0.14651289887841132,0.052770448548812667,6.0,爆发式借力
A321,5,6,20,0.3519310423708682,2.8149915777468726,10.37450984936421,15.203060810994813,0.01746336970234662,0.19047619047619047,6.0,爆发式借力
A321,5,6,21,0.3621724219107612,2.940839934784712,9.89655015946805,15.213412104333765,0.012046989739987966,0.09511568123393316,6.0,爆发式借力
A321,5,6,22,0.319344834743936,3.3660693510142266,9.435924467147638,16.165350351603216,0.02564831204800488,0.9985422740524781,6.0,后程发力困难
A321,5,6,23,0.3309827660392689,2.996683936692979,9.81335689312799,14.724586768037996,0.16965949320547363,0.9760900140646976,7.0,后程发力困难
A321,5,6,24,0.3235344900102558,3.4932521180034826,9.328042994401697,16.69210074739905,0.17720770341841993,0.0,7.0,爆发式借力
A321,5,6,25,0.34448276634185515,3.138318184533502,9.893856740270541,15.311568471125245,0.2138591280057999,0.5202702702702703,7.0,动作教科书级
A321,5,6,26,0.32493104176569576,3.5127535628114113,8.658904819070685,19.460202058398092,0.04528314844682661,0.0,7.0,爆发式借力
A321,5,6,27,0.3165517312330561,2.6220124642135407,11.412454992464403,20.877362148937117,0.016418301804189846,0.16911764705882354,7.0,爆发式借力
A321,5,6,28,0.3165517312330561,2.823620938694333,11.858378989044047,17.317708515500538,0.011505064407929672,0.23676470588235293,8.0,爆发式借力
A321,5,6,29,0.5832931165220872,6.648820813632382,3.9107783871697355,3.7307239839444795,0.053666664510621756,0.8962490023942538,8.0,动作流畅度下降 / 向心收缩挣扎 / 后程发力困难
A321,5,7,1,0.43200000968275887,8.549887102024154,2.283908228128456,11.254074091310553,0.01520239841683393,0.0,4.0,爆发式借力
A321,5,7,2,0.2858275926133771,9.018734217242727,1.864298605333874,12.300582164788304,0.009176430987277351,0.7214983713355049,4.0,后程发力困难
A321,5,7,3,0.3305172487874556,8.919200337475845,1.6998521690843231,9.645085245216892,0.008969918147567363,0.9985915492957746,4.0,后程发力困难
A321,5,7,4,0.3286551797802023,8.729059285818826,1.6558309495211048,8.983007233959832,0.010100806384976553,0.9985835694050992,4.0,后程发力困难
A321,5,7,5,0.3361034558092154,8.29306029119586,1.6653576093430857,9.392632933432779,0.0716527214426701,0.9986149584487535,4.0,后程发力困难
A321,5,7,6,0.3286551797802023,8.257693365893147,1.5977727446716363,9.18486093609602,0.1917140662767134,0.9985835694050992,4.0,后程发力困难
A321,5,7,7,0.3277241452765757,7.849281903621247,1.7408557077825773,11.589372035706292,0.26060297606184674,0.011363636363636364,5.0,爆发式借力
A321,5,7,8,0.3235344900102558,7.486530274599065,1.755426915241868,12.144994170763283,0.02835892361158998,0.0,5.0,爆发式借力
A321,5,7,9,0.3328448350465222,7.281622902373447,1.8394303849581897,7.151251860616799,0.024902467816084756,0.43216783216783217,5.0,动作教科书级
A321,5,7,10,0.28256897185068386,9.59440218441494,1.6515998333647657,12.74485065885487,0.027027112859160513,0.9983525535420099,5.0,后程发力困难
A321,5,7,11,0.2928103513905769,8.97965384844614,1.5498972504509096,10.20526034003519,0.20309783299919926,0.3465818759936407,5.0,动作教科书级
A321,5,7,12,0.2811724200952439,7.895291401728231,1.8652046742682473,11.094779700805274,0.3549753969182028,0.5662251655629139,5.0,动作教科书级
A321,5,7,13,0.28489655810975045,8.265887788191469,1.637048858099443,4.807176947081144,0.1795785770427739,0.34967320261437906,5.0,动作教科书级
A321,5,7,14,0.29467242039783015,8.500726139339394,1.654932778131883,7.399267103561017,0.01665689554449069,0.9984202211690363,6.0,后程发力困难
A321,5,7,15,0.3361034558092154,6.9500277934507455,1.8275833859751263,7.9371204051683515,0.026449003107890338,0.6135734072022161,6.0,动作教科书级
A321,5,7,16,0.30584483444134974,7.8600490626707336,1.6649227870688144,5.708945641156558,0.027193707993749715,0.9984779299847792,6.0,后程发力困难
A321,5,7,17,0.3128275932185495,7.888747579812564,1.7278162680884472,9.473193278255879,0.13627079850193993,0.7872023809523809,6.0,后程发力困难
A321,5,7,18,0.3165517312330561,8.375180999886297,1.751089520747614,6.863367604346844,0.33586236955824367,0.8279411764705882,6.0,后程发力困难
A321,5,7,19,0.5739827714858208,6.754285753538992,2.0469096622669425,1.8883302647196374,0.08642976634201024,0.0,6.0,向心收缩挣扎 / 爆发式借力
A321,10,1,1,0.5209138047791025,1.5510973169821454,11.233849131270183,6.608630411787762,0.01415018871370317,0.9991063449508489,5.0,后程发力困难
A321,10,1,2,0.39336207778225346,0.9001856552058685,34.68411720325649,14.952744165038494,0.08032184266855634,0.9988165680473373,5.0,出现躯干借力/晃动 / 后程发力困难
A321,10,1,3,0.4036034573221465,1.1633175321703306,19.746285975421788,12.390661328105898,0.200908795276707,0.9988465974625144,5.0,后程发力困难
A321,10,1,4,0.417568974876546,0.9964303674570688,22.134223143823824,14.432919376808973,0.4020400352445589,0.9955406911928651,5.0,后程发力困难
A321,10,1,5,0.4147758713656661,1.2212219130354545,14.58218438860906,13.62685016126049,0.5041967534538498,0.5824915824915825,5.0,动作教科书级
A321,10,1,6,0.3928965605304402,1.3521166801401063,15.431002747360546,16.060713296059063,0.12730065482770953,0.0,6.0,爆发式借力
A321,10,1,7,0.39848276755219997,1.4891986261730061,19.649428661571825,16.019017929983406,0.09762612249735848,0.5105140186915887,6.0,动作教科书级
A321,10,1,8,0.38451724999780046,1.5997752000975731,11.51284433040059,12.023577360022433,0.05517132148252472,0.0,6.0,爆发式借力
A321,10,1,9,0.417568974876546,1.8754269452374257,13.611556246001928,14.961027060327122,0.08865372788578237,0.9988851727982163,6.0,动作流畅度下降 / 后程发力困难
A321,10,1,10,0.49018966615942355,1.353417051963405,12.881897040912728,11.867316808211477,0.3322650342620828,0.932573599240266,7.0,后程发力困难
A321,10,1,11,0.47668966585683736,1.3326034953895467,16.503092303458903,10.460347854637504,0.4180613325316037,0.306640625,7.0,动作教科书级
A321,10,1,12,0.5455862191252084,1.7992197478032659,11.17118087138737,8.770361988109952,0.0780802066371546,0.6126279863481229,8.0,动作流畅度下降
A321,10,1,13,0.5767758749967007,1.5429979401336216,15.802523973804721,8.88753369359968,0.08692592073233903,0.9991928974979822,8.0,后程发力困难
A321,10,1,14,0.8565517433365046,3.386625647828474,11.551258708141798,1.337255351546165,0.45281778409876117,0.8777173913043478,9.0,动作流畅度下降 / 向心收缩挣扎 / 后程发力困难
A321,10,2,1,0.5190517357718493,3.621756194768332,8.714585647973012,12.132641763156462,0.023075868458177103,0.9991031390134529,7.0,后程发力困难
A321,10,2,2,0.4259482854091857,1.9234251779808946,14.322697252134091,11.521417864224349,0.10419976403976469,0.9989071038251366,7.0,后程发力困难
A321,10,2,3,0.4273448371646257,1.2521610790529945,20.28620137716808,13.123733431975525,0.24300266255260214,0.9989106753812637,7.0,出现躯干借力/晃动 / 后程发力困难
A321,10,2,4,0.45248276876254484,1.068289276223871,14.92121809907611,12.098670028504658,0.5281229167229077,0.5185185185185185,7.0,动作教科书级
A321,10,2,5,0.4720344933387042,1.0277048105726954,24.041582544268568,11.26779864572243,0.3883637095975984,0.14891518737672585,7.0,出现躯干借力/晃动 / 爆发式借力
A321,10,2,6,0.48367242463403715,1.4733808321289117,15.475190675998876,9.872145565593765,0.08917928947055134,0.9076034648700674,7.0,出现躯干借力/晃动 / 后程发力困难
A321,10,2,7,0.5251034600454224,1.809911284684698,11.806011604852653,11.581556731298775,0.08446242280280647,0.0,8.0,爆发式借力
A321,10,2,8,0.5139310460019028,1.6049015030293043,12.962407376216651,9.790207463165302,0.17964173607980474,0.9990942028985508,8.0,后程发力困难
A321,10,2,9,0.7290000163396556,1.5691307895127862,9.511720009598159,1.7581269296848456,0.4991958242993781,0.8716475095785441,8.0,向心收缩挣扎 / 后程发力困难
A321,10,3,1,0.4566724240288647,2.03042336961767,8.48823614735021,10.447017785773136,0.05035681068133508,0.0,5.0,爆发式借力
A321,10,3,2,0.4436379409780918,2.1568922266551547,8.707695019519486,7.580585963006957,0.12090638835957125,0.9989506820566632,5.0,后程发力困难
A321,10,3,3,0.4222241473946792,2.136202047803467,9.508206948646798,13.968766204964826,0.2569890437335351,0.8621830209481808,6.0,后程发力困难
A321,10,3,4,0.41337931961022617,1.9086921614291317,11.13998313982308,13.159979716705942,0.5757174944234894,0.9211711711711712,6.0,后程发力困难
A321,10,3,5,0.43386207869001214,2.1364299303145495,10.519698337011642,11.26679928875732,0.4183844282659839,0.5965665236051502,6.0,动作教科书级
A321,10,3,6,0.42455173365374577,2.241568761503078,9.869327837218018,12.987509376496957,0.07820881085144674,0.5899122807017544,7.0,动作教科书级
A321,10,3,7,0.4143103541138528,2.5504024350448846,7.885303022848745,11.107904376160347,0.04314074015950044,0.11235955056179775,7.0,爆发式借力
A321,10,3,8,0.4203620783874259,1.3871408779701055,11.565399877966952,11.446714664289273,0.11121876314781959,0.8870431893687708,7.0,出现躯干借力/晃动 / 后程发力困难
A321,10,3,9,0.4939138041739301,1.3608460683326087,16.309169868131455,11.558771692978885,0.42559850337579597,0.824693685202639,7.0,出现躯干借力/晃动 / 后程发力困难
A321,10,3,10,0.4417758719708385,1.7363131559717038,12.075981287224453,9.979367390900737,0.4154564240858343,0.35089567966280294,8.0,出现躯干借力/晃动
A321,10,3,11,0.7127069125261895,1.740016884685395,13.605603889264069,1.2275778704409537,0.23743092216588016,0.09732201175702156,8.0,出现躯干借力/晃动 / 向心收缩挣扎 / 爆发式借力
A321,10,4,1,0.42920690617187895,1.7362198092015022,10.991719796234335,9.328350054250437,0.0294577773130771,0.9989154013015185,6.0,后程发力困难
A321,10,4,2,0.4185000093801726,2.139725259582358,8.39244234713707,9.581774490001985,0.13843972244453956,0.7986651835372637,6.0,后程发力困难
A321,10,4,3,0.46039656204337126,2.035853747195273,7.396049939632484,8.156907551730388,0.4049926222198627,0.7613751263902933,6.0,后程发力困难
A321,10,4,4,0.4538793205179848,1.845967929170938,8.464754783694696,7.880491299958706,0.4064796366855078,0.2441025641025641,6.0,爆发式借力
A321,10,4,5,0.49670690768481,1.5964318721623891,10.236958609378274,10.659911723712995,0.30987005338345575,0.13964386129334583,6.0,爆发式借力
A321,10,4,6,0.4613275965469979,1.8686000106972134,8.280862680409006,8.686096158282473,0.06565489052847508,0.20887991927346114,7.0,爆发式借力
A321,10,4,7,0.4911207006630502,1.6250239912014453,10.100889956105382,7.852591501692124,0.12151161066429597,0.7507109004739336,7.0,后程发力困难
